Log_ID,Student_ID,Week,Login_Count,Dashboard_Clicks,Time_Spent,Date
L632,S10377,14,5,38,80,6/1/2025
L633,S13555,12,6,36,61,9/2/2025
L634,S12523,1,5,16,113,6/28/2025
L635,S4888,12,2,47,71,3/24/2024
L636,S7758,7,8,26,68,3/8/2025
L637,S12510,14,7,33,85,5/24/2024
L638,S14925,4,8,43,54,3/25/2024
L639,S11167,11,8,13,46,8/24/2025
L640,S1781,15,4,37,13,3/23/2024
L641,S13225,15,6,20,57,4/1/2024
L642,S11324,1,6,40,15,12/12/2024
L643,S9643,7,9,15,16,8/17/2025
L644,S14827,10,3,5,83,10/4/2025
L645,S6359,2,3,9,69,5/6/2025
L646,S9497,3,4,32,61,4/8/2024
L647,S6121,2,1,34,77,1/30/2025
L648,S3021,5,6,8,98,9/8/2024
L649,S14318,8,5,30,21,9/12/2025
L650,S9313,4,5,16,118,6/19/2024
L651,S14877,11,3,13,63,8/21/2024
L652,S5544,4,7,49,87,7/9/2024
L653,S13936,16,2,44,64,6/19/2024
L654,S5658,6,7,20,34,10/9/2025
L655,S6048,13,9,35,15,10/16/2025
L656,S11487,5,6,14,65,1/1/2025
L657,S4934,10,2,32,74,10/23/2024
L658,S11673,11,7,30,32,5/27/2025
L659,S2679,14,4,29,10,8/1/2024
L660,S3643,7,8,25,118,9/29/2024
L661,S13967,11,4,12,71,7/26/2024
L662,S6977,10,5,18,78,3/27/2024
L663,S11889,7,6,41,27,6/10/2025
L664,S10721,16,5,20,16,3/23/2024
L665,S7657,14,6,13,102,10/1/2025
L666,S12141,11,2,21,33,11/21/2024
L667,S5110,12,1,13,70,12/15/2024
L668,S12022,11,7,7,109,3/1/2024
L669,S14332,15,4,49,77,5/8/2024
L670,S2275,10,4,11,47,3/1/2024
L671,S10264,13,6,46,26,3/23/2024
L672,S9739,5,9,34,102,1/28/2025
L673,S6016,8,8,11,60,2/25/2024
L674,S5299,13,9,42,88,12/16/2024
L675,S8500,11,7,46,33,8/12/2024
L676,S13592,10,7,32,26,3/16/2025
L677,S1678,4,1,11,87,7/3/2024
L678,S14387,7,5,20,70,8/25/2024
L679,S9200,9,8,15,45,1/24/2025
L680,S4577,3,7,28,66,10/18/2024
L681,S12757,3,7,44,116,9/8/2025
L682,S7922,8,5,49,29,9/7/2024
L683,S13879,7,8,27,12,10/7/2024
L684,S13643,4,6,8,43,3/11/2025
L685,S7917,12,2,18,14,7/10/2024
L686,S1383,5,4,14,10,10/10/2024
L687,S9519,14,5,7,118,7/25/2024
L688,S12687,1,1,9,40,6/23/2024
L689,S10165,12,6,37,21,3/3/2024
L690,S8341,10,8,38,20,7/12/2024
L691,S6274,4,6,36,12,12/31/2024
L692,S5471,5,9,30,110,4/11/2024
L693,S6267,11,8,43,92,2/18/2025
L694,S3269,14,7,16,66,8/16/2025
L695,S8555,14,6,47,108,12/14/2024
L696,S11879,15,6,35,116,5/2/2025
L697,S4596,7,9,22,71,8/10/2025
L698,S6798,9,7,32,17,9/9/2024
L699,S5827,9,6,38,90,1/2/2024
L700,S14188,7,3,29,119,4/22/2024
L701,S11586,10,5,17,97,9/29/2025
L702,S3927,13,8,10,58,4/18/2024
L703,S9939,7,4,40,19,6/12/2024
L704,S1238,9,5,5,52,9/26/2025
L705,S3051,4,3,40,101,8/6/2025
L706,S5056,10,9,9,32,4/15/2025
L707,S3303,6,9,38,91,2/5/2025
L708,S8407,11,3,35,98,10/3/2025
L709,S6424,10,5,23,48,4/29/2025
L710,S5223,11,5,35,102,12/17/2024
L711,S13168,8,6,48,65,5/8/2024
L712,S14527,12,6,6,84,4/27/2024
L713,S7898,16,2,22,15,5/13/2024
L714,S3031,6,8,15,90,2/13/2025
L715,S7621,2,5,13,40,5/29/2025
L716,S2841,13,2,6,13,2/20/2024
L717,S7274,14,6,48,87,4/1/2025
L718,S6176,9,2,33,95,1/13/2024
L719,S9601,3,3,41,10,4/20/2024
L720,S5072,12,5,14,27,7/30/2025
L721,S7459,13,9,22,14,2/29/2024
L722,S10020,13,5,31,69,8/9/2024
L723,S4638,15,6,5,28,7/10/2024
L724,S2029,9,5,9,102,8/23/2024
L725,S14214,11,2,44,119,12/23/2024
L726,S10671,8,2,35,43,4/22/2025
L727,S8704,8,5,14,95,1/25/2025
L728,S13987,15,7,31,114,6/22/2024
L729,S6470,16,6,35,51,8/10/2024
L730,S12746,1,8,48,44,5/3/2024
L731,S13433,9,7,13,54,4/5/2024
L732,S9494,14,4,14,43,5/1/2025
L733,S1616,10,1,39,94,9/17/2025
L734,S1131,10,4,49,78,5/18/2024
L735,S6338,9,9,47,46,2/6/2025
L736,S13761,16,2,12,37,7/6/2024
L737,S11241,3,2,26,33,10/15/2025
L738,S13565,16,9,15,36,10/5/2025
L739,S4944,7,6,10,15,1/21/2024
L740,S5713,2,4,47,37,12/21/2024
L741,S13855,15,2,12,119,2/4/2024
L742,S2298,1,3,33,42,9/21/2024
L743,S13266,9,9,35,29,4/21/2024
L744,S1174,12,1,17,28,3/10/2025
L745,S8263,5,5,14,118,11/25/2024
L746,S9409,15,8,8,119,6/16/2025
L747,S6744,9,1,33,54,6/10/2025
L748,S7328,16,9,40,30,3/10/2025
L749,S12015,1,9,43,15,5/24/2024
L750,S12730,7,1,48,11,3/16/2025
L751,S10432,5,6,26,21,12/24/2024
L752,S11020,13,3,45,14,2/14/2025
L753,S7786,15,8,9,26,6/2/2025
L754,S2263,13,8,29,10,5/15/2025
L755,S12809,16,3,15,64,11/29/2024
L756,S10054,5,2,33,48,4/9/2025
L757,S14225,7,9,30,62,10/24/2024
L758,S14753,15,7,18,101,6/6/2024
L759,S8191,14,4,20,17,10/18/2024
L760,S6887,6,3,48,105,7/7/2025
L761,S2669,4,5,45,84,3/13/2025
L762,S6129,14,9,16,65,6/14/2024
L763,S1929,14,6,38,51,8/31/2024
L764,S11539,10,7,42,31,6/24/2025
L765,S10765,3,8,36,12,6/5/2025
L766,S12200,13,4,16,113,7/13/2024
L767,S2204,16,1,48,62,4/23/2024
L768,S14073,6,4,20,60,1/9/2024
L769,S10252,10,6,27,83,8/12/2024
L770,S7586,14,9,7,66,7/20/2024
L771,S11677,11,3,34,103,3/9/2024
L772,S13268,4,5,19,53,7/8/2024
L773,S2169,3,6,24,74,3/4/2024
L774,S14826,9,8,21,23,2/11/2025
L775,S2230,12,7,37,28,1/27/2025
L776,S14206,7,8,10,71,4/4/2025
L777,S6410,14,8,49,31,4/15/2024
L778,S12732,7,5,30,27,1/13/2024
L779,S8202,16,4,48,82,11/20/2024
L780,S9256,4,8,37,70,6/5/2024
L781,S11514,4,6,10,11,4/9/2025
L782,S12878,13,4,38,56,2/13/2025
L783,S14759,6,5,27,100,10/4/2025
L784,S13714,14,4,43,102,1/26/2024
L785,S6107,8,1,20,89,6/27/2025
L786,S1790,14,3,28,26,2/27/2024
L787,S6816,5,2,21,60,4/2/2025
L788,S8452,6,5,34,93,9/26/2024
L789,S1615,7,9,36,11,6/2/2025
L790,S12983,2,9,35,109,2/11/2024
L791,S13328,14,2,47,51,1/5/2024
L792,S4342,16,6,7,39,5/21/2025
L793,S10445,11,4,32,96,4/16/2025
L794,S11031,5,3,30,90,3/15/2024
L795,S7720,3,8,49,107,4/11/2025
L796,S14564,16,4,5,24,3/13/2025
L797,S7565,4,8,27,47,3/24/2025
L798,S7481,6,1,47,116,1/22/2025
L799,S7122,7,6,19,78,5/7/2025
L800,S5008,6,5,14,117,10/31/2024
L801,S14407,5,8,35,49,4/24/2025
L802,S12517,16,6,29,84,1/4/2024
L803,S6566,16,5,9,119,11/13/2024
L804,S1967,6,6,16,119,2/15/2025
L805,S12825,14,8,14,42,4/15/2025
L806,S7641,7,6,10,118,10/9/2024
L807,S14220,3,1,10,29,7/12/2024
L808,S10684,4,5,23,16,3/8/2025
L809,S14372,2,8,23,77,8/18/2024
L810,S2884,16,5,10,62,4/17/2025
L811,S14658,4,4,33,89,4/19/2024
L812,S3472,1,8,6,115,9/16/2024
L813,S7434,15,6,7,80,4/19/2024
L814,S8747,1,2,26,82,8/12/2024
L815,S13754,4,3,28,13,1/28/2025
L816,S11366,9,3,28,39,1/24/2024
L817,S7671,14,6,22,88,2/6/2025
L818,S2714,8,8,42,24,12/26/2024
L819,S7865,1,1,31,47,9/23/2025
L820,S4273,12,3,44,57,2/12/2025
L821,S14905,14,7,33,111,3/13/2025
L822,S2799,1,6,33,59,6/14/2025
L823,S2765,8,1,23,70,11/15/2024
L824,S5847,5,1,44,72,10/19/2024
L825,S12111,3,8,43,65,11/10/2024
L826,S10970,12,4,6,84,8/20/2024
L827,S12432,4,6,31,108,7/31/2024
L828,S5537,15,2,33,22,7/29/2025
L829,S12684,2,8,32,99,10/18/2025
L830,S10514,15,7,22,20,5/21/2025
L831,S9040,6,6,32,96,9/4/2024
L832,S7013,14,4,18,100,5/12/2024
L833,S6160,11,1,44,45,7/17/2025
L834,S3631,15,5,46,41,1/31/2025
L835,S4370,15,1,31,116,4/10/2024
L836,S1896,4,3,25,78,7/1/2025
L837,S14249,15,5,19,75,1/17/2025
L838,S14405,2,6,18,59,3/25/2025
L839,S9912,2,5,22,32,10/8/2025
L840,S8216,12,5,43,114,7/12/2025
L841,S11120,4,9,30,110,2/10/2024
L842,S8670,16,9,14,51,4/15/2024
L843,S12569,4,7,7,39,6/29/2025
L844,S2935,10,2,11,12,10/19/2024
L845,S3255,16,7,43,10,11/4/2024
L846,S5804,14,2,15,84,9/23/2024
L847,S2596,15,6,38,58,1/2/2025
L848,S8379,14,7,37,86,10/5/2025
L849,S1632,13,8,7,97,5/24/2024
L850,S6569,10,4,18,64,6/13/2025
L851,S5011,5,5,13,25,6/17/2024
L852,S10340,3,3,41,52,11/11/2024
L853,S7221,15,2,17,114,2/24/2025
L854,S13222,9,1,32,102,3/11/2025
L855,S6010,16,6,8,21,2/18/2025
L856,S1718,16,4,46,46,3/3/2025
L857,S2438,11,2,47,45,6/28/2025
L858,S3601,6,5,14,56,3/4/2025
L859,S6443,16,9,21,12,6/14/2025
L860,S4959,3,4,30,17,3/15/2025
L861,S2979,12,9,30,57,7/20/2025
L862,S4603,1,4,33,82,6/27/2024
L863,S1098,7,4,24,21,5/22/2024
L864,S9402,12,1,16,29,6/19/2024
L865,S11132,14,4,45,81,1/6/2024
L866,S12422,11,1,8,64,8/21/2024
L867,S5329,2,1,44,39,8/20/2024
L868,S6408,14,6,18,25,5/12/2024
L869,S3150,13,3,10,88,1/26/2024
L870,S10792,10,4,19,118,9/19/2024
L871,S13464,7,7,49,58,4/18/2024
L872,S1849,6,6,20,101,3/27/2025
L873,S4735,7,7,31,65,5/16/2025
L874,S14899,8,9,6,118,5/19/2024
L875,S3168,4,7,35,111,10/13/2024
L876,S13079,4,8,19,112,10/25/2024
L877,S12059,5,3,25,112,5/30/2025
L878,S9555,12,9,47,36,4/19/2024
L879,S14374,3,8,24,34,8/26/2025
L880,S2958,10,4,14,18,4/27/2024
L881,S3013,11,8,34,79,2/22/2025
L882,S14088,13,6,21,113,12/8/2024
L883,S13995,7,7,48,107,2/8/2025
L884,S4828,14,1,46,114,3/6/2024
L885,S2982,3,5,41,98,11/21/2024
L886,S14749,14,8,37,109,5/29/2025
L887,S9943,15,2,38,31,2/1/2024
L888,S5590,1,7,10,101,2/2/2024
L889,S2997,16,4,9,59,10/9/2024
L890,S13359,16,2,25,94,8/18/2025
L891,S6272,13,8,23,27,8/14/2024
L892,S7891,14,2,46,65,4/8/2025
L893,S10197,12,8,12,58,7/14/2025
L894,S12723,12,8,25,21,7/17/2024
L895,S14582,6,1,33,99,1/3/2025
L896,S14717,14,7,28,18,4/17/2025
L897,S2926,10,8,30,59,7/30/2024
L898,S8816,1,8,48,112,11/7/2024
L899,S9819,6,8,11,79,10/26/2024
L900,S10862,5,7,18,25,5/28/2025
L901,S6571,9,7,29,82,7/30/2025
L902,S1270,3,1,24,19,7/3/2025
L903,S14932,1,1,24,105,5/23/2025
L904,S5329,5,9,37,45,6/5/2024
L905,S13613,9,9,5,22,5/13/2024
L906,S8915,13,3,19,35,7/26/2024
L907,S9179,9,1,10,74,2/25/2024
L908,S10924,2,2,10,45,5/3/2024
L909,S2820,10,6,11,92,8/19/2024
L910,S11768,2,9,19,31,2/27/2025
L911,S9289,5,6,28,25,11/22/2024
L912,S11741,14,9,43,113,4/20/2024
L913,S9631,8,2,19,84,5/21/2025
L914,S10499,15,4,25,81,2/16/2024
L915,S1949,10,4,26,23,5/20/2025
L916,S2257,15,3,48,102,4/28/2024
L917,S4042,8,9,27,109,9/21/2024
L918,S12074,13,7,22,58,8/22/2025
L919,S14434,12,5,39,119,12/2/2024
L920,S3271,3,5,45,31,7/29/2025
L921,S12293,10,9,22,37,3/19/2025
L922,S9445,15,9,24,23,9/26/2024
L923,S4222,13,7,33,109,4/9/2024
L924,S13723,9,5,36,106,11/19/2024
L925,S5639,11,2,27,88,6/1/2024
L926,S5858,6,5,16,85,8/22/2025
L927,S5330,16,8,42,16,6/16/2025
L928,S2542,6,2,32,90,2/9/2025
L929,S2097,13,3,22,15,6/4/2024
L930,S7322,5,9,24,65,8/17/2024
L931,S11126,11,2,35,55,9/11/2025
L932,S1086,10,9,34,22,8/19/2025
L933,S5743,11,4,36,84,10/21/2024
L934,S13508,13,7,12,117,5/5/2024
L935,S2074,14,7,37,18,4/15/2025
L936,S7317,12,7,21,63,5/8/2025
L937,S11978,3,4,15,12,8/19/2025
L938,S2378,6,4,44,49,9/19/2025
L939,S4790,15,4,15,67,10/2/2025
L940,S12039,5,5,9,37,6/29/2025
L941,S10898,5,6,20,99,9/7/2025
L942,S7613,14,4,32,28,7/20/2025
L943,S6707,13,4,10,50,3/13/2024
L944,S13833,2,5,47,44,12/13/2024
L945,S1095,5,6,34,25,3/16/2024
L946,S2720,11,3,49,17,5/22/2024
L947,S1467,15,4,36,106,2/5/2024
L948,S10245,3,3,20,59,9/22/2025
L949,S3961,10,5,18,11,7/2/2024
L950,S8329,13,3,34,30,3/1/2024
L951,S7138,14,3,19,47,4/28/2025
L952,S10661,16,2,40,75,9/26/2025
L953,S8065,2,1,6,65,1/26/2024
L954,S10671,6,7,44,19,3/6/2024
L955,S3750,14,7,43,104,9/12/2025
L956,S8359,6,3,20,73,6/16/2025
L957,S10013,13,6,11,55,4/14/2024
L958,S5737,4,8,16,31,3/14/2024
L959,S2239,5,3,38,18,6/18/2025
L960,S14718,9,1,24,54,2/28/2025
L961,S12375,9,1,48,37,9/8/2024
L962,S11962,4,8,46,89,6/22/2024
L963,S3757,8,3,25,87,8/15/2025
L964,S3441,13,3,16,44,1/4/2025
L965,S3015,9,9,20,41,7/27/2025
L966,S4713,12,1,48,43,10/5/2024
L967,S13536,1,1,8,87,6/14/2024
L968,S8259,2,7,25,100,12/28/2024
L969,S2243,11,5,18,22,1/31/2025
L970,S4489,1,7,40,85,8/11/2024
L971,S12375,15,6,5,33,2/7/2025
L972,S12609,8,2,47,59,5/3/2024
L973,S12057,3,5,39,73,11/8/2024
L974,S5546,8,5,45,111,2/20/2024
L975,S2975,11,9,15,25,11/30/2024
L976,S8514,12,5,42,115,6/23/2025
L977,S11355,13,6,32,91,3/10/2024
L978,S6924,2,2,42,61,10/4/2024
L979,S4038,13,3,17,42,11/22/2024
L980,S11145,10,7,7,14,9/23/2024
L981,S7215,16,9,8,58,1/3/2024
L982,S12366,3,6,23,57,3/29/2024
L983,S5769,12,4,48,98,7/26/2024
L984,S6210,15,1,13,94,11/4/2024
L985,S4017,9,1,12,76,12/24/2024
L986,S3838,15,3,39,25,5/28/2024
L987,S8575,8,6,12,55,10/2/2024
L988,S10353,12,7,44,118,3/4/2025
L989,S3326,6,6,6,28,9/30/2025
L990,S14046,10,1,9,113,10/21/2024
L991,S11524,12,3,24,48,4/16/2025
L992,S14341,4,2,12,88,1/28/2025
L993,S6243,3,1,37,52,3/1/2025
L994,S1251,15,8,39,102,6/17/2025
L995,S14942,7,7,5,56,3/22/2025
L996,S10127,4,7,47,35,6/18/2024
L997,S10819,9,8,24,41,1/29/2025
L998,S8100,13,6,18,48,5/28/2024
L999,S4621,12,1,33,55,5/30/2024
L1000,S1223,2,2,17,28,7/24/2024
L1001,S9031,9,8,27,21,3/15/2024
L1002,S2715,6,8,10,76,1/12/2024
L1003,S14344,6,5,47,112,2/20/2024
L1004,S5058,10,5,19,17,3/29/2025
L1005,S10989,1,9,28,59,5/16/2024
L1006,S2162,7,5,27,81,5/25/2025
L1007,S14751,14,6,25,83,5/11/2025
L1008,S9333,8,1,26,92,4/1/2024
L1009,S14576,8,1,20,117,3/16/2024
L1010,S6416,15,3,39,69,1/19/2025
L1011,S12503,8,7,26,20,12/25/2024
L1012,S1867,3,1,24,115,9/23/2025
L1013,S10031,11,1,26,33,9/2/2024
L1014,S1029,8,4,45,64,3/22/2024
L1015,S10936,8,8,19,86,4/27/2025
L1016,S5923,2,7,33,87,7/27/2025
L1017,S2780,10,7,45,69,10/9/2024
L1018,S14369,11,1,29,106,8/20/2025
L1019,S3610,10,9,12,106,5/20/2024
L1020,S4917,7,5,15,10,1/21/2024
L1021,S14920,5,1,36,67,10/5/2025
L1022,S6086,1,6,19,51,10/8/2025
L1023,S5046,12,7,28,72,2/19/2025
L1024,S14719,4,2,49,58,8/4/2025
L1025,S1518,5,2,17,92,5/2/2024
L1026,S10744,9,6,36,50,12/30/2024
L1027,S3796,15,3,15,117,9/8/2025
L1028,S14569,3,6,48,88,5/30/2024
L1029,S3406,15,5,49,78,2/27/2024
L1030,S13782,11,4,49,19,12/19/2024
L1031,S13042,6,5,17,21,5/25/2025
L1032,S9317,6,9,19,104,10/10/2024
L1033,S10436,16,4,9,11,8/16/2024
L1034,S1713,6,5,25,98,3/30/2025
L1035,S12862,10,8,37,54,1/10/2024
L1036,S11913,2,5,23,118,7/25/2024
L1037,S10256,13,5,14,36,12/13/2024
L1038,S14247,8,9,46,81,10/1/2024
L1039,S1566,7,3,31,41,2/11/2025
L1040,S3673,12,3,11,86,6/10/2025
L1041,S12340,10,9,25,30,10/7/2024
L1042,S11789,8,1,11,33,1/29/2025
L1043,S12887,13,9,7,17,3/14/2025
L1044,S12119,7,7,8,90,7/1/2025
L1045,S8521,4,7,30,12,6/14/2024
L1046,S3740,13,8,25,94,5/2/2025
L1047,S14340,10,4,48,60,11/5/2024
L1048,S9625,13,2,25,65,3/22/2024
L1049,S6372,5,1,7,23,4/30/2024
L1050,S6064,8,6,36,86,5/27/2024
L1051,S14768,1,1,12,62,9/1/2025
L1052,S5423,4,6,43,13,9/5/2024
L1053,S4210,5,6,32,11,5/21/2025
L1054,S7867,1,7,29,115,4/21/2024
L1055,S13366,13,4,11,56,12/13/2024
L1056,S12645,5,1,39,75,7/13/2025
L1057,S7592,14,4,28,74,5/30/2025
L1058,S11678,11,9,33,46,3/29/2024
L1059,S14976,10,8,33,32,10/16/2024
L1060,S6980,3,9,8,11,4/28/2025
L1061,S6061,11,4,36,56,5/29/2024
L1062,S2269,5,8,11,21,9/16/2025
L1063,S7422,11,5,44,14,12/20/2024
L1064,S14675,3,9,41,16,8/15/2025
L1065,S13708,14,6,33,11,3/30/2025
L1066,S5141,11,9,21,35,3/12/2025
L1067,S13380,9,9,15,87,10/7/2025
L1068,S9117,15,8,7,95,7/25/2024
L1069,S2205,7,3,34,30,3/5/2024
L1070,S8891,13,4,8,46,8/11/2025
L1071,S11660,11,2,48,114,6/26/2025
L1072,S1645,16,9,47,74,1/21/2025
L1073,S12435,6,9,43,19,3/14/2025
L1074,S10221,16,3,34,28,5/20/2024
L1075,S1637,4,2,8,112,2/13/2024
L1076,S3627,6,2,17,45,8/23/2025
L1077,S10714,13,7,36,73,3/2/2025
L1078,S3891,10,2,49,88,9/28/2024
L1079,S9537,13,6,33,42,7/10/2025
L1080,S11778,15,7,28,108,7/5/2024
L1081,S2029,16,4,28,51,4/16/2024
L1082,S11871,6,6,27,100,12/29/2024
L1083,S10986,4,4,46,70,1/28/2025
L1084,S7430,2,9,14,74,7/27/2025
L1085,S11355,1,9,22,33,5/28/2024
L1086,S12079,7,9,34,103,7/6/2025
L1087,S14088,14,5,41,34,10/6/2024
L1088,S1348,6,1,17,60,1/10/2024
L1089,S12730,1,3,24,96,9/16/2024
L1090,S7202,12,4,33,15,6/13/2025
L1091,S6944,2,7,20,31,8/21/2025
L1092,S8506,12,3,8,62,3/9/2024
L1093,S13812,12,4,26,96,5/23/2025
L1094,S13079,2,4,23,97,5/31/2025
L1095,S14781,14,5,5,47,1/6/2024
L1096,S2828,15,2,35,62,8/19/2025
L1097,S13124,5,5,21,95,2/22/2024
L1098,S12318,4,2,36,61,9/8/2024
L1099,S8950,4,2,34,91,1/20/2024
L1100,S1010,6,3,23,112,11/5/2024
L1101,S4419,14,5,6,40,7/27/2024
L1102,S10728,11,5,22,32,1/16/2024
L1103,S12011,7,1,13,12,11/2/2024
L1104,S5964,9,5,32,52,12/24/2024
L1105,S12966,2,9,17,68,8/24/2024
L1106,S8731,9,8,25,10,11/30/2024
L1107,S11197,4,4,41,63,11/12/2024
L1108,S4890,1,8,29,40,3/7/2024
L1109,S2805,3,5,32,99,7/18/2024
L1110,S9964,12,2,47,57,12/9/2024
L1111,S12151,2,3,11,114,4/11/2024
L1112,S4854,2,1,38,111,3/23/2024
L1113,S12603,13,9,22,29,6/19/2025
L1114,S8461,8,2,8,73,9/18/2025
L1115,S6780,7,6,41,30,8/1/2024
L1116,S10296,7,6,14,74,7/27/2024
L1117,S1015,16,6,7,116,6/15/2025
L1118,S5072,8,2,26,87,7/26/2025
L1119,S6867,7,6,9,52,5/29/2024
L1120,S13489,11,3,21,60,7/15/2025
L1121,S4281,6,6,42,108,6/16/2025
L1122,S4251,5,1,39,95,10/5/2025
L1123,S3220,7,8,31,35,1/8/2024
L1124,S5679,14,7,21,113,12/20/2024
L1125,S2968,15,1,49,107,7/21/2025
L1126,S4218,2,7,6,60,7/22/2025
L1127,S1018,14,9,46,17,9/30/2025
L1128,S12835,5,9,9,16,10/8/2025
L1129,S1717,3,6,29,72,11/7/2024
L1130,S13302,15,5,14,37,2/13/2025
L1131,S2495,9,7,19,52,9/12/2025
L1132,S1401,16,8,13,75,6/11/2024
L1133,S2959,10,5,12,35,3/21/2024
L1134,S4885,4,5,47,42,10/22/2024
L1135,S10794,4,2,9,54,7/7/2025
L1136,S5165,10,2,45,110,12/31/2024
L1137,S7346,6,5,21,89,6/28/2025
L1138,S7110,13,7,40,105,10/6/2025
L1139,S4654,11,5,43,35,9/7/2025
L1140,S10646,3,5,19,68,9/19/2025
L1141,S11240,13,3,46,72,10/28/2024
L1142,S5614,14,9,44,42,4/4/2024
L1143,S7140,2,3,36,65,7/25/2025
L1144,S11667,8,4,11,39,2/5/2024
L1145,S1535,7,1,7,46,8/13/2025
L1146,S1391,4,1,33,32,4/21/2025
L1147,S2720,11,4,22,98,3/4/2024
L1148,S10988,6,9,32,16,11/4/2024
L1149,S6140,9,5,26,80,6/28/2024
L1150,S8565,11,4,17,39,9/21/2025
L1151,S6533,14,1,26,82,4/24/2024
L1152,S10037,6,1,18,54,3/6/2024
L1153,S12672,2,4,46,59,6/30/2024
L1154,S2795,15,1,38,29,9/22/2025
L1155,S14091,15,8,41,61,11/11/2024
L1156,S13099,10,9,11,87,9/27/2024
L1157,S2447,12,3,35,70,9/8/2024
L1158,S10093,3,6,44,16,6/20/2024
L1159,S1138,12,3,38,48,5/12/2025
L1160,S1896,12,2,40,79,1/2/2024
L1161,S13488,15,5,15,28,12/7/2024
L1162,S11613,4,8,20,92,1/30/2024
L1163,S1618,5,9,30,45,9/3/2025
L1164,S9084,11,5,5,87,7/18/2025
L1165,S9536,6,9,15,80,3/26/2024
L1166,S6438,1,3,12,27,2/15/2025
L1167,S10168,10,5,19,14,11/4/2024
L1168,S3255,4,3,27,60,6/22/2024
L1169,S3619,2,2,14,44,8/15/2025
L1170,S14814,1,2,25,34,1/18/2025
L1171,S8993,14,6,43,114,6/15/2024
L1172,S10366,14,3,47,32,4/11/2025
L1173,S4902,4,1,6,31,11/19/2024
L1174,S14898,5,6,12,44,6/27/2024
L1175,S11739,7,9,8,104,8/3/2025
L1176,S4027,15,5,19,41,8/29/2024
L1177,S9576,11,4,6,73,7/15/2025
L1178,S9381,14,8,19,75,3/3/2025
L1179,S8846,2,1,30,51,7/29/2025
L1180,S11563,14,3,6,79,4/20/2024
L1181,S10136,12,3,9,88,8/7/2024
L1182,S5517,3,5,7,68,1/3/2024
L1183,S2743,16,2,36,101,6/17/2024
L1184,S4901,7,5,25,11,9/8/2025
L1185,S8694,9,1,14,69,3/26/2025
L1186,S1458,13,3,14,85,6/21/2024
L1187,S9831,8,8,43,92,9/16/2025
L1188,S1975,3,5,12,62,4/17/2025
L1189,S3570,5,9,48,50,6/23/2025
L1190,S6391,9,6,17,48,3/8/2024
L1191,S14378,5,2,38,45,7/29/2025
L1192,S4199,1,8,25,92,6/14/2025
L1193,S12206,15,8,5,91,4/21/2025
L1194,S5453,3,2,27,12,3/29/2024
L1195,S2503,4,6,45,38,1/31/2024
L1196,S9238,14,9,35,101,11/1/2024
L1197,S11597,14,3,28,76,7/20/2025
L1198,S13696,14,4,13,98,10/10/2024
L1199,S2628,2,6,46,68,7/6/2025
L1200,S2277,11,3,40,16,5/4/2025
L1201,S12272,10,9,14,18,2/25/2024
L1202,S11872,3,4,44,45,3/20/2024
L1203,S11045,2,8,19,109,2/16/2025
L1204,S7356,4,9,36,15,4/19/2024
L1205,S6704,1,9,47,91,7/1/2024
L1206,S9597,4,5,32,15,1/30/2024
L1207,S5020,14,7,48,17,8/22/2025
L1208,S2633,1,3,37,108,1/30/2025
L1209,S5088,1,1,20,26,6/16/2025
L1210,S1494,4,5,17,93,10/19/2024
L1211,S11258,9,3,15,110,2/22/2025
L1212,S13768,6,9,28,32,3/10/2025
L1213,S9566,5,6,25,48,7/5/2025
L1214,S2722,15,1,22,93,5/9/2025
L1215,S6919,13,2,7,53,2/24/2025
L1216,S7027,5,3,17,48,8/29/2025
L1217,S11784,8,7,20,91,2/11/2025
L1218,S3901,2,8,19,36,10/14/2024
L1219,S2335,16,3,37,67,4/21/2024
L1220,S3552,6,7,23,54,6/8/2024
L1221,S14189,1,8,19,56,4/25/2025
L1222,S13931,3,4,19,12,6/2/2024
L1223,S5587,10,1,16,106,6/23/2025
L1224,S2311,9,9,37,67,1/11/2025
L1225,S13644,6,3,18,73,8/27/2025
L1226,S10002,8,2,24,42,6/9/2025
L1227,S14370,1,8,28,14,4/9/2024
L1228,S4364,6,9,39,83,9/23/2025
L1229,S7466,13,7,39,96,11/12/2024
L1230,S14154,10,5,10,80,2/4/2025
L1231,S11997,9,4,20,117,3/29/2025
L1232,S5596,12,2,27,52,2/19/2025
L1233,S3219,1,4,23,44,4/2/2024
L1234,S5970,4,7,38,26,6/27/2025
L1235,S1296,1,8,35,54,9/28/2024
L1236,S6519,10,3,46,11,6/17/2024
L1237,S4880,12,4,32,94,11/21/2024
L1238,S10002,7,7,44,27,3/11/2024
L1239,S2002,4,2,45,61,7/2/2025
L1240,S5777,16,1,35,60,10/28/2024
L1241,S1072,2,7,34,13,2/20/2024
L1242,S7139,16,2,16,38,1/2/2025
L1243,S3190,15,7,18,86,5/12/2025
L1244,S4365,7,7,35,16,9/28/2025
L1245,S5069,2,7,22,101,6/5/2024
L1246,S1372,11,8,14,57,4/15/2025
L1247,S6684,1,4,27,83,7/18/2024
L1248,S3606,14,6,16,67,9/19/2025
L1249,S7458,16,3,31,61,4/9/2025
L1250,S6345,12,7,21,43,6/24/2025
L1251,S9949,14,5,14,72,4/1/2024
L1252,S8794,8,7,7,15,4/21/2024
L1253,S11397,3,5,21,76,3/2/2024
