Insight_ID,Student_ID,Risk_Level,Message,Date,Semester
I382,S1382,Medium,Keep up the great work!,5/2/2024,Spring 2024
I383,S1383,Medium,Keep up the great work!,10/4/2025,Spring 2025
I384,S1384,Low,Consider reaching out to your academic coach.,2/26/2025,Spring 2025
I385,S1385,Low,Consider reaching out to your academic coach.,4/27/2025,Spring 2025
I386,S1386,Low,Attendance could be improved.,4/12/2025,Spring 2025
I387,S1387,Low,Consider reaching out to your academic coach.,4/27/2025,Spring 2025
I388,S1388,Low,Consider reaching out to your academic coach.,4/8/2025,Spring 2025
I389,S1389,Low,Keep up the great work!,4/4/2024,Spring 2024
I390,S1390,Low,Attendance could be improved.,8/23/2024,Fall 2024
I391,S1391,Low,"You’re doing well, stay consistent.",1/29/2025,Spring 2025
I392,S1392,Low,"You’re doing well, stay consistent.",1/6/2025,Spring 2025
I393,S1393,Low,Keep up the great work!,8/19/2025,Spring 2025
I394,S1394,Medium,Consider reaching out to your academic coach.,10/4/2025,Spring 2025
I395,S1395,Low,Attendance could be improved.,2/7/2025,Spring 2025
I396,S1396,High,"You’re doing well, stay consistent.",3/11/2024,Spring 2024
I397,S1397,Low,Attendance could be improved.,12/10/2024,Fall 2024
I398,S1398,Low,Keep up the great work!,5/25/2024,Spring 2024
I399,S1399,Low,"You’re doing well, stay consistent.",1/27/2025,Spring 2025
I400,S1400,High,Keep up the great work!,3/16/2025,Spring 2025
I401,S1401,High,Keep up the great work!,11/30/2024,Fall 2024
I402,S1402,Low,Consider reaching out to your academic coach.,2/11/2024,Spring 2024
I403,S1403,Medium,Attendance could be improved.,10/24/2024,Fall 2024
I404,S1404,Medium,"You’re doing well, stay consistent.",7/1/2025,Spring 2025
I405,S1405,Low,Keep up the great work!,10/4/2024,Fall 2024
I406,S1406,Low,Consider reaching out to your academic coach.,8/22/2024,Fall 2024
I407,S1407,Medium,Attendance could be improved.,10/29/2024,Fall 2024
I408,S1408,Medium,Attendance could be improved.,4/7/2024,Spring 2024
I409,S1409,Low,Keep up the great work!,7/21/2024,Fall 2024
I410,S1410,Low,"You’re doing well, stay consistent.",6/26/2025,Spring 2025
I411,S1411,Medium,Consider reaching out to your academic coach.,9/6/2025,Spring 2025
I412,S1412,Medium,Keep up the great work!,7/19/2024,Fall 2024
I413,S1413,Low,Attendance could be improved.,2/2/2024,Spring 2024
I414,S1414,Medium,Attendance could be improved.,7/9/2025,Spring 2025
I415,S1415,Low,Consider reaching out to your academic coach.,9/25/2025,Spring 2025
I416,S1416,Low,Attendance could be improved.,6/19/2024,Fall 2024
I417,S1417,Low,"You’re doing well, stay consistent.",10/14/2025,Spring 2025
I418,S1418,Low,Keep up the great work!,3/26/2025,Spring 2025
I419,S1419,Low,"You’re doing well, stay consistent.",8/12/2024,Fall 2024
I420,S1420,Low,Attendance could be improved.,3/24/2024,Spring 2024
I421,S1421,Medium,Keep up the great work!,7/3/2024,Fall 2024
I422,S1422,Low,Attendance could be improved.,6/23/2025,Spring 2025
I423,S1423,Medium,Keep up the great work!,6/10/2024,Fall 2024
I424,S1424,Low,"You’re doing well, stay consistent.",6/30/2024,Fall 2024
I425,S1425,Low,Keep up the great work!,7/26/2025,Spring 2025
I426,S1426,Low,"You’re doing well, stay consistent.",3/25/2024,Spring 2024
I427,S1427,High,Consider reaching out to your academic coach.,4/1/2024,Spring 2024
I428,S1428,Medium,Consider reaching out to your academic coach.,8/28/2024,Fall 2024
I429,S1429,Low,"You’re doing well, stay consistent.",6/2/2024,Fall 2024
I430,S1430,Medium,"You’re doing well, stay consistent.",10/4/2025,Spring 2025
I431,S1431,Low,Attendance could be improved.,2/18/2024,Spring 2024
I432,S1432,Low,Consider reaching out to your academic coach.,7/19/2025,Spring 2025
I433,S1433,Low,"You’re doing well, stay consistent.",10/6/2024,Fall 2024
I434,S1434,Low,Consider reaching out to your academic coach.,8/31/2025,Spring 2025
I435,S1435,Medium,Consider reaching out to your academic coach.,10/2/2025,Spring 2025
I436,S1436,Medium,Consider reaching out to your academic coach.,3/19/2024,Spring 2024
I437,S1437,Low,Consider reaching out to your academic coach.,12/2/2024,Fall 2024
I438,S1438,Low,"You’re doing well, stay consistent.",10/23/2024,Fall 2024
I439,S1439,Medium,Consider reaching out to your academic coach.,8/3/2025,Spring 2025
I440,S1440,Medium,"You’re doing well, stay consistent.",5/26/2024,Spring 2024
I441,S1441,High,Consider reaching out to your academic coach.,9/5/2025,Spring 2025
I442,S1442,Low,"You’re doing well, stay consistent.",9/20/2024,Fall 2024
I443,S1443,Low,Attendance could be improved.,5/28/2025,Spring 2025
I444,S1444,High,Attendance could be improved.,12/31/2024,Spring 2025
I445,S1445,Medium,Keep up the great work!,2/21/2024,Spring 2024
I446,S1446,High,Consider reaching out to your academic coach.,8/3/2025,Spring 2025
I447,S1447,Medium,Attendance could be improved.,8/4/2024,Fall 2024
I448,S1448,Low,Keep up the great work!,6/25/2024,Fall 2024
I449,S1449,Medium,Keep up the great work!,5/30/2024,Spring 2024
I450,S1450,Low,"You’re doing well, stay consistent.",4/17/2025,Spring 2025
I451,S1451,Low,Keep up the great work!,8/4/2024,Fall 2024
I452,S1452,Low,Keep up the great work!,10/22/2024,Fall 2024
I453,S1453,Low,Consider reaching out to your academic coach.,2/21/2024,Spring 2024
I454,S1454,Low,Keep up the great work!,8/1/2024,Fall 2024
I455,S1455,Medium,"You’re doing well, stay consistent.",6/25/2024,Fall 2024
I456,S1456,Low,Keep up the great work!,1/23/2025,Spring 2025
I457,S1457,Medium,"You’re doing well, stay consistent.",8/13/2025,Spring 2025
I458,S1458,Medium,Keep up the great work!,2/18/2024,Spring 2024
I459,S1459,Medium,"You’re doing well, stay consistent.",4/27/2024,Spring 2024
I460,S1460,Low,Consider reaching out to your academic coach.,7/26/2024,Fall 2024
I461,S1461,Low,Keep up the great work!,5/12/2024,Spring 2024
I462,S1462,High,Attendance could be improved.,6/25/2025,Spring 2025
I463,S1463,Low,"You’re doing well, stay consistent.",9/9/2024,Fall 2024
I464,S1464,Low,Consider reaching out to your academic coach.,1/9/2025,Spring 2025
I465,S1465,Low,Keep up the great work!,8/26/2024,Fall 2024
I466,S1466,Medium,"You’re doing well, stay consistent.",7/15/2024,Fall 2024
I467,S1467,Low,"You’re doing well, stay consistent.",4/20/2024,Spring 2024
I468,S1468,Medium,"You’re doing well, stay consistent.",5/5/2024,Spring 2024
I469,S1469,Low,Keep up the great work!,5/9/2024,Spring 2024
I470,S1470,Low,Attendance could be improved.,6/4/2025,Spring 2025
I471,S1471,Medium,Consider reaching out to your academic coach.,8/1/2024,Fall 2024
I472,S1472,High,"You’re doing well, stay consistent.",2/18/2024,Spring 2024
I473,S1473,Low,Consider reaching out to your academic coach.,2/18/2025,Spring 2025
I474,S1474,Low,"You’re doing well, stay consistent.",8/5/2024,Fall 2024
I475,S1475,High,Keep up the great work!,7/23/2024,Fall 2024
I476,S1476,Low,Attendance could be improved.,3/29/2024,Spring 2024
I477,S1477,Medium,Keep up the great work!,10/22/2024,Fall 2024
I478,S1478,Low,"You’re doing well, stay consistent.",8/4/2024,Fall 2024
I479,S1479,Low,"You’re doing well, stay consistent.",9/7/2024,Fall 2024
I480,S1480,Low,Attendance could be improved.,8/2/2024,Fall 2024
I481,S1481,High,"You’re doing well, stay consistent.",7/17/2024,Fall 2024
I482,S1482,Low,Attendance could be improved.,11/11/2024,Fall 2024
I483,S1483,Medium,Consider reaching out to your academic coach.,6/25/2024,Fall 2024
I484,S1484,Low,"You’re doing well, stay consistent.",3/17/2024,Spring 2024
I485,S1485,Medium,Consider reaching out to your academic coach.,6/14/2024,Fall 2024
I486,S1486,Medium,Keep up the great work!,7/11/2025,Spring 2025
I487,S1487,Low,Consider reaching out to your academic coach.,8/14/2024,Fall 2024
I488,S1488,Medium,Consider reaching out to your academic coach.,8/24/2025,Spring 2025
I489,S1489,High,Consider reaching out to your academic coach.,3/13/2024,Spring 2024
I490,S1490,Medium,"You’re doing well, stay consistent.",1/27/2025,Spring 2025
I491,S1491,High,Consider reaching out to your academic coach.,2/2/2024,Spring 2024
I492,S1492,Medium,"You’re doing well, stay consistent.",8/24/2024,Fall 2024
I493,S1493,Low,Consider reaching out to your academic coach.,8/29/2025,Spring 2025
I494,S1494,Medium,Keep up the great work!,5/16/2025,Spring 2025
I495,S1495,Low,Consider reaching out to your academic coach.,1/8/2024,Spring 2024
I496,S1496,Medium,"You’re doing well, stay consistent.",8/17/2025,Spring 2025
I497,S1497,Low,Attendance could be improved.,8/24/2024,Fall 2024
I498,S1498,Medium,"You’re doing well, stay consistent.",9/11/2024,Fall 2024
I499,S1499,Low,"You’re doing well, stay consistent.",2/4/2025,Spring 2025
I500,S1500,Low,Attendance could be improved.,1/18/2025,Spring 2025
I501,S1501,Medium,Attendance could be improved.,6/3/2025,Spring 2025
I502,S1502,Low,Attendance could be improved.,8/5/2025,Spring 2025
I503,S1503,Low,"You’re doing well, stay consistent.",9/4/2025,Spring 2025
I504,S1504,Medium,Consider reaching out to your academic coach.,1/20/2024,Spring 2024
I505,S1505,Medium,Keep up the great work!,4/19/2025,Spring 2025
I506,S1506,Medium,Keep up the great work!,9/30/2024,Fall 2024
I507,S1507,Medium,Keep up the great work!,1/7/2024,Spring 2024
I508,S1508,Medium,Keep up the great work!,7/19/2024,Fall 2024
I509,S1509,Low,Keep up the great work!,5/27/2025,Spring 2025
I510,S1510,High,Consider reaching out to your academic coach.,3/30/2024,Spring 2024
I511,S1511,Low,Attendance could be improved.,6/1/2025,Spring 2025
I512,S1512,Low,"You’re doing well, stay consistent.",7/4/2025,Spring 2025
I513,S1513,Low,Attendance could be improved.,9/2/2024,Fall 2024
I514,S1514,High,"You’re doing well, stay consistent.",2/10/2024,Spring 2024
I515,S1515,Low,Attendance could be improved.,7/10/2024,Fall 2024
I516,S1516,Low,"You’re doing well, stay consistent.",2/8/2025,Spring 2025
I517,S1517,Medium,Consider reaching out to your academic coach.,12/20/2024,Fall 2024
I518,S1518,Medium,"You’re doing well, stay consistent.",12/9/2024,Fall 2024
I519,S1519,Low,Consider reaching out to your academic coach.,10/12/2024,Fall 2024
I520,S1520,Low,Keep up the great work!,7/3/2024,Fall 2024
I521,S1521,Low,Consider reaching out to your academic coach.,4/6/2024,Spring 2024
I522,S1522,Medium,Keep up the great work!,6/13/2024,Fall 2024
I523,S1523,Low,"You’re doing well, stay consistent.",1/13/2025,Spring 2025
I524,S1524,High,Keep up the great work!,9/30/2024,Fall 2024
I525,S1525,Low,Keep up the great work!,6/10/2024,Fall 2024
I526,S1526,Low,Keep up the great work!,10/26/2024,Fall 2024
I527,S1527,Low,Attendance could be improved.,8/11/2024,Fall 2024
I528,S1528,Medium,Attendance could be improved.,2/25/2025,Spring 2025
I529,S1529,Medium,Consider reaching out to your academic coach.,8/25/2024,Fall 2024
I530,S1530,High,Keep up the great work!,5/30/2025,Spring 2025
I531,S1531,High,"You’re doing well, stay consistent.",10/11/2025,Spring 2025
I532,S1532,Low,Consider reaching out to your academic coach.,2/15/2025,Spring 2025
I533,S1533,Low,"You’re doing well, stay consistent.",2/21/2024,Spring 2024
I534,S1534,Medium,Keep up the great work!,2/7/2025,Spring 2025
I535,S1535,Medium,Keep up the great work!,9/7/2025,Spring 2025
I536,S1536,Low,Consider reaching out to your academic coach.,4/18/2024,Spring 2024
I537,S1537,High,Keep up the great work!,10/1/2024,Fall 2024
I538,S1538,Low,Keep up the great work!,10/13/2025,Spring 2025
I539,S1539,Medium,"You’re doing well, stay consistent.",7/6/2024,Fall 2024
I540,S1540,Low,Consider reaching out to your academic coach.,7/8/2025,Spring 2025
I541,S1541,Low,Keep up the great work!,2/16/2024,Spring 2024
I542,S1542,Low,Attendance could be improved.,8/2/2025,Spring 2025
I543,S1543,Medium,Consider reaching out to your academic coach.,10/9/2024,Fall 2024
I544,S1544,High,Keep up the great work!,9/3/2024,Fall 2024
I545,S1545,Medium,Keep up the great work!,7/30/2024,Fall 2024
I546,S1546,Low,"You’re doing well, stay consistent.",11/5/2024,Fall 2024
I547,S1547,Low,Attendance could be improved.,9/3/2025,Spring 2025
I548,S1548,Medium,Consider reaching out to your academic coach.,4/17/2025,Spring 2025
I549,S1549,Low,"You’re doing well, stay consistent.",7/20/2024,Fall 2024
I550,S1550,High,Attendance could be improved.,5/29/2024,Spring 2024
I551,S1551,Low,Consider reaching out to your academic coach.,12/26/2024,Fall 2024
I552,S1552,Low,Keep up the great work!,5/11/2024,Spring 2024
I553,S1553,Medium,Consider reaching out to your academic coach.,8/8/2025,Spring 2025
I554,S1554,Low,"You’re doing well, stay consistent.",1/24/2024,Spring 2024
I555,S1555,Low,Keep up the great work!,7/8/2025,Spring 2025
I556,S1556,High,"You’re doing well, stay consistent.",11/29/2024,Fall 2024
I557,S1557,Medium,Consider reaching out to your academic coach.,4/15/2025,Spring 2025
I558,S1558,Medium,"You’re doing well, stay consistent.",12/22/2024,Fall 2024
I559,S1559,High,Attendance could be improved.,6/5/2024,Fall 2024
I560,S1560,Medium,"You’re doing well, stay consistent.",4/7/2024,Spring 2024
I561,S1561,Medium,Attendance could be improved.,6/23/2024,Fall 2024
I562,S1562,High,Keep up the great work!,10/15/2024,Fall 2024
I563,S1563,Medium,"You’re doing well, stay consistent.",1/13/2024,Spring 2024
I564,S1564,Low,Consider reaching out to your academic coach.,6/29/2025,Spring 2025
I565,S1565,Medium,Consider reaching out to your academic coach.,8/18/2025,Spring 2025
I566,S1566,High,"You’re doing well, stay consistent.",8/29/2025,Spring 2025
I567,S1567,Low,Consider reaching out to your academic coach.,4/2/2024,Spring 2024
I568,S1568,Medium,Attendance could be improved.,4/29/2024,Spring 2024
I569,S1569,High,"You’re doing well, stay consistent.",1/7/2024,Spring 2024
I570,S1570,Low,Attendance could be improved.,10/12/2024,Fall 2024
I571,S1571,Low,"You’re doing well, stay consistent.",3/27/2024,Spring 2024
I572,S1572,Medium,Consider reaching out to your academic coach.,6/5/2025,Spring 2025
I573,S1573,Low,"You’re doing well, stay consistent.",9/21/2024,Fall 2024
I574,S1574,Low,Keep up the great work!,9/6/2024,Fall 2024
I575,S1575,High,"You’re doing well, stay consistent.",11/10/2024,Fall 2024
I576,S1576,Low,Keep up the great work!,3/6/2024,Spring 2024
I577,S1577,Low,Attendance could be improved.,12/9/2024,Fall 2024
I578,S1578,Medium,Keep up the great work!,6/22/2024,Fall 2024
I579,S1579,Medium,Keep up the great work!,5/5/2024,Spring 2024
I580,S1580,Low,"You’re doing well, stay consistent.",2/14/2025,Spring 2025
I581,S1581,Low,Attendance could be improved.,5/17/2024,Spring 2024
I582,S1582,High,Keep up the great work!,2/9/2024,Spring 2024
I583,S1583,Low,"You’re doing well, stay consistent.",8/17/2024,Fall 2024
I584,S1584,Low,Attendance could be improved.,6/11/2024,Fall 2024
I585,S1585,Low,Attendance could be improved.,2/12/2024,Spring 2024
I586,S1586,Low,Attendance could be improved.,11/6/2024,Fall 2024
I587,S1587,Low,Attendance could be improved.,4/10/2024,Spring 2024
I588,S1588,Low,Keep up the great work!,6/29/2025,Spring 2025
I589,S1589,Low,"You’re doing well, stay consistent.",7/11/2024,Fall 2024
I590,S1590,Low,Keep up the great work!,8/16/2024,Fall 2024
I591,S1591,Low,"You’re doing well, stay consistent.",3/5/2025,Spring 2025
I592,S1592,Low,Consider reaching out to your academic coach.,10/4/2025,Spring 2025
I593,S1593,Medium,Consider reaching out to your academic coach.,9/29/2025,Spring 2025
I594,S1594,High,"You’re doing well, stay consistent.",6/17/2024,Fall 2024
I595,S1595,Low,Attendance could be improved.,5/25/2025,Spring 2025
I596,S1596,Low,Consider reaching out to your academic coach.,1/26/2024,Spring 2024
I597,S1597,Low,Consider reaching out to your academic coach.,4/5/2025,Spring 2025
I598,S1598,Medium,"You’re doing well, stay consistent.",8/21/2025,Spring 2025
I599,S1599,Low,Consider reaching out to your academic coach.,9/19/2024,Fall 2024
I600,S1600,High,Consider reaching out to your academic coach.,8/29/2025,Spring 2025
I601,S1601,Low,"You’re doing well, stay consistent.",8/10/2025,Spring 2025
I602,S1602,High,Keep up the great work!,6/6/2024,Fall 2024
I603,S1603,Low,Keep up the great work!,7/8/2024,Fall 2024
I604,S1604,Medium,Keep up the great work!,5/14/2024,Spring 2024
I605,S1605,Low,Attendance could be improved.,2/25/2024,Spring 2024
I606,S1606,Medium,Attendance could be improved.,3/1/2025,Spring 2025
I607,S1607,Medium,Keep up the great work!,10/30/2024,Fall 2024
I608,S1608,Low,Consider reaching out to your academic coach.,4/19/2024,Spring 2024
I609,S1609,Low,Consider reaching out to your academic coach.,5/5/2025,Spring 2025
I610,S1610,Low,Attendance could be improved.,8/3/2024,Fall 2024
I611,S1611,Medium,Consider reaching out to your academic coach.,8/1/2025,Spring 2025
I612,S1612,Medium,Attendance could be improved.,5/12/2024,Spring 2024
I613,S1613,High,"You’re doing well, stay consistent.",10/31/2024,Fall 2024
